140.078	51.3556	761.244
112.549	82.061	-12.7439
42.25	44.75	215
70.0086	29.3286	-543.734
59.6255	17.4456	-365.839
70.6507	16.4869	-636.194
9.59195	102.661	-118.592
121.692	26.8462	20
125.5	26	25.5
49.1168	64.4521	67.6257
46.825	71	23.1
106.174	115.957	-366.717
109.167	117.667	-338.5
112.457	128.362	-131.181
-73.5	367.5	5023.5
101.765	113.437	-277.903
94.7642	115.104	-108.557
102.344	47.3254	-148.61
99.4559	49.4682	-208.61
116.156	57.3361	199.09
97.6266	61.9684	-213.184
108.363	46.08	-13.9084
102.94	42.2573	-6.70548
89.3329	42.1797	-4.53226
29.5	79	962
106.476	43.3547	24.875
112.067	3.68041	-64.0258
110.028	21.0139	-13.7361
121.692	26.8462	49.5385
125.5	26	3
115.24	9.40551	109.524
113.846	11.1985	128.051
119.429	25.7143	75.5714
116.045	8.95455	99.4091
146.192	15.6538	-255.654
113.632	4.17829	-29.6008
119.086	5.91379	26.431
147.556	14.9722	-281.556
37.5	110	93
35.3636	106.795	8.61364
58.7	141.8	-203.6
40.8333	137.333	6.33333
42.4286	117.393	129.964
57.25	55.1667	97.5833
49.4403	44.7537	6.47015
67.3811	57.418	125.725
61.1716	12.7593	-237.754
76.5796	41.6493	8.77363
6.09939	55.6437	-65.3654
52.1667	-10.1667	559.833
-129.5	171.5	2949.5
3.97529	54.7091	-70.3783
-5.21875	47.2188	-33.25
-1.85632	48.5345	-62.4885
7.5	34.5	68.5
30.9583	62.1823	-68.5625
28.4565	61.8696	-27.2826
101.5	71	460.5
33.78	71	-81.26
-3.5	71	552.5
37.6611	146.922	-1129.43
103.808	85.5	70.6538
109.466	85.5	36.7069
78.1316	69.6053	81.6579
181.814	4.80392	-1123.65
18.6364	79.1455	112.536
9.59195	102.661	-155.178
0.798578	87.2725	-185.955
145.762	42.6456	-407.947
135.02	71.8039	113.833
129.116	87.828	-201.588
139.145	48.4355	-232.597
124.289	69.6579	259.763
122.637	69.7759	271.921
120.654	73.0201	215.148
30.5	52.0385	-156.192
48.7709	45.0112	25.111
47.3264	41.9298	76.2438
45.4139	39.7781	109.235
32.2536	32.9857	192.018
33	30	143.5
54.85	30	-175.9
59.6255	17.4456	-296.341
48.7	11.3	-516.9
70.6507	16.4869	-37.9694
93.1163	111.337	-176.826
75.6471	98.2353	-390.824
80.1949	136.958	335.805
66.0219	116.407	-26.3147
70.4715	97.4959	-394.52
59.3163	106.684	108.133
68.75	97.25	-335.25
35.3636	106.795	274.795
71.0769	94.9231	-444.615
39.9868	103.559	163.368
36.8868	105.729	273.729
10.6726	22.2003	-141.096
12.7857	14.4524	-17.8333
23.2744	19.6255	114.058
21.1	16.3	111.5
22.9118	19.9118	104.382
20	-12	-49.5
14.3396	8.75472	18.4245
20	13	100.5
82.14	6.04	276.48
68.2959	-8.29592	31.7857
82.0532	6.03457	276.551
-255	315	-9020.5
28.1585	-41.9146	-147.402
3.3913	0.543478	4.73913
109.321	47.4643	-33.6071
118.267	25.1333	64.5333
40.4702	103.425	153.916
39.9868	103.559	151.204
42.0762	89.5066	95.5662
0.807692	31.7308	-482.192
31.5526	59.2895	-84.5
33.6702	50.8191	-124.734
29.1301	61.3082	-46.1438
18.14	-5.18	-27.18
20	-4.25	-3
9.30645	-9.59677	-31.5968
109.167	117.667	-127.833
126.833	108.833	-4.16667
113.632	132.178	-29.6008
389.433	219.933	2803.63
53.7	6.3	-101.1
-661.5	-1066.5	14560.5
64.3077	-4.30769	-79.8846
66.0219	-11.5932	-26.3147
47.0856	76.213	-37.3704
47.148	77.4609	-24.8911
33.9156	71.4239	-85.2613
283.605	-211.368	4751.42
27.4345	-10.0914	-97.5248
20	28.2727	307.318
36.6113	9.09635	-55.8123
20	22.2105	155.763
70.68	-17.8	-489.74
25.9048	22.9048	214.452
22.9118	19.9118	118.676
137.306	118.403	-31.5968
155.333	87.5	-701.167
131.154	115.327	60.6923
130.096	110.214	30.718
126.823	136.375	-57.2636
119.086	133.914	26.431
131.391	128.543	4.73913
127.429	125.571	68.1429
122.278	47.7222	-21.1667
110.406	45.6575	-28.9094
125.5	44.5	-11.5
125.5	20.5	36.5
1.67021	11.9823	-61.0603
-1.17732	8.3754	-57.2636
28.1585	-41.9146	340.866
75.6471	98.2353	-279.294
68.75	97.25	-315.75
-2.5	26	3
-2.5	27.0714	23.3571
21	14.25	-290.75
9.12963	32.0556	83.1667
-2.5	44.5	-11.5
-2.5	49.5	-71.5
9.54974	103.505	-185.442
2.09593	110.214	30.718
-18.5345	85.5	36.7069
-15.85	94.15	-204.3
-15.4512	82.061	-12.7439
-7.34564	73.0201	215.148
9.59195	102.661	-210.856
-13.2125	96.7875	-341.45
-1.16667	108.833	-4.16667
-11.3788	95.5	-383.742
5.5	95.5	-417.5
77.431	67.0172	135.19
77.8279	69.7951	85.1885
71.1359	53.3779	289.419
50.0246	87.1721	-863.598
70.0646	52.8179	278.681
2213.5	-1265	-34318
104.972	24.9861	-42.2639
233.636	82.8182	1160.55
72.1522	80.2391	-494.413
17.0455	148.955	2094.86
35.6523	104.763	248.132
69.1059	95.4706	-406.071
17.4231	39.467	88.3132
14.2237	32.1541	116.194
8.95055	32.3242	88.8077
-16.5	70.5	-267.5
111.759	28.3793	381.879
114.517	-23.7241	1172.02
79.944	47.9575	147.135
72.75	23.25	-232
80.1338	35.5563	-138.472
70.3525	22.4508	-211.221
2.1789	102.729	-163.344
-147.588	209.706	-3821.94
36.0752	106.297	25.7614
34.7857	94.0238	67.119
39.9868	103.559	60.1842
