4615
-2	32	-1
-2	32	1
-2	33	-1
-2	33	1
-2	34	-1
-2	34	1
-2	35	-1
-2	35	1
-2	36	-1
-2	36	1
-2	37	-1
-2	37	1
-2	38	-1
-2	38	1
-2	39	-1
-2	39	1
-2	44	-1
-2	44	1
-2	53	-1
-2	54	-1
-2	54	1
-2	80	-1
-2	80	1
-2	82	-1
-2	82	1
-2	83	-1
-2	83	1
-2	107	-1
-2	107	1
-1	4	-1
-1	4	1
-1	11	-1
-1	11	1
-1	26	-1
-1	26	1
-1	40	-1
-1	40	1
-1	41	-1
-1	41	1
-1	42	-1
-1	42	1
-1	43	-1
-1	43	1
-1	44	-1
-1	44	1
-1	54	1
-1	55	-1
-1	55	1
-1	80	-1
-1	80	1
-1	84	-1
-1	84	1
-1	85	-1
-1	108	-1
-1	108	1
0	4	-1
0	4	1
0	12	-1
0	12	1
0	26	-1
0	26	1
0	43	-1
0	43	1
0	55	-1
0	56	-1
0	56	1
0	79	-1
0	80	-1
0	80	1
0	85	-1
0	85	1
0	86	-1
0	86	1
0	87	-1
0	109	-1
0	109	1
1	3	-1
1	3	1
1	12	-1
1	12	1
1	26	-1
1	26	1
1	42	-1
1	42	1
1	57	-1
1	57	1
1	79	-1
1	79	1
1	87	-1
1	87	1
1	88	-1
1	88	1
1	109	-1
1	109	1
2	3	-1
2	3	1
2	12	-1
2	12	1
2	27	-1
2	27	1
2	42	-1
2	42	1
2	57	1
2	58	-1
2	58	1
2	79	-1
2	79	1
2	89	-1
2	89	1
2	90	-1
2	90	1
2	109	-1
2	109	1
3	2	-1
3	2	1
3	12	-1
3	12	1
3	27	-1
3	27	1
3	41	-1
3	41	1
3	42	-1
3	42	1
3	58	-1
3	58	1
3	78	-1
3	79	1
3	91	-1
3	91	1
3	92	-1
3	109	-1
3	109	1
4	1	-1
4	1	1
4	2	-1
4	2	1
4	12	1
4	13	-1
4	13	1
4	27	-1
4	27	1
4	39	-1
4	39	1
4	40	-1
4	40	1
4	43	-1
4	43	1
4	58	-1
4	58	1
4	78	-1
4	78	1
4	92	-1
4	92	1
4	93	-1
4	93	1
4	94	-1
4	108	-1
4	108	1
4	109	-1
4	109	1
4	110	-1
4	110	1
4	111	-1
4	111	1
5	-3	-1
5	-3	1
5	-2	-1
5	-2	1
5	-1	-1
5	-1	1
5	0	-1
5	0	1
5	3	-1
5	3	1
5	13	-1
5	13	1
5	27	-1
5	27	1
5	38	-1
5	38	1
5	44	-1
5	44	1
5	57	-1
5	57	1
5	58	-1
5	58	1
5	59	-1
5	59	1
5	78	-1
5	78	1
5	94	-1
5	94	1
5	95	-1
5	95	1
5	108	-1
5	108	1
5	112	-1
5	112	1
5	113	-1
5	113	1
6	-7	-1
6	-7	1
6	-6	-1
6	-6	1
6	-5	-1
6	-5	1
6	-4	-1
6	-4	1
6	0	-1
6	0	1
6	4	-1
6	4	1
6	13	-1
6	13	1
6	27	-1
6	27	1
6	37	-1
6	37	1
6	44	-1
6	44	1
6	45	-1
6	45	1
6	55	-1
6	55	1
6	56	-1
6	56	1
6	60	-1
6	60	1
6	61	-1
6	61	1
6	75	-1
6	75	1
6	76	-1
6	76	1
6	77	-1
6	77	1
6	78	-1
6	78	1
6	96	-1
6	96	1
6	97	-1
6	97	1
6	106	1
6	107	-1
6	107	1
6	114	-1
6	114	1
7	-10	-1
7	-10	1
7	-9	-1
7	-9	1
7	-8	-1
7	-8	1
7	0	-1
7	0	1
7	5	-1
7	5	1
7	13	-1
7	13	1
7	27	-1
7	27	1
7	35	-1
7	35	1
7	36	-1
7	36	1
7	46	-1
7	46	1
7	54	-1
7	54	1
7	55	-1
7	55	1
7	61	-1
7	61	1
7	62	-1
7	62	1
7	72	-1
7	72	1
7	73	-1
7	73	1
7	74	-1
7	74	1
7	79	-1
7	79	1
7	97	-1
7	97	1
7	98	-1
7	98	1
7	99	-1
7	106	-1
7	106	1
7	115	-1
7	115	1
7	116	-1
7	116	1
7	117	-1
7	117	1
8	-10	-1
8	-10	1
8	1	-1
8	1	1
8	6	-1
8	6	1
8	13	-1
8	13	1
8	27	-1
8	27	1
8	28	-1
8	28	1
8	33	-1
8	33	1
8	34	-1
8	34	1
8	46	-1
8	46	1
8	52	-1
8	52	1
8	53	-1
8	53	1
8	54	-1
8	54	1
8	63	-1
8	63	1
8	69	-1
8	69	1
8	70	-1
8	70	1
8	71	-1
8	71	1
8	79	-1
8	79	1
8	80	-1
8	80	1
8	99	-1
8	99	1
8	100	-1
8	100	1
8	101	-1
8	105	-1
8	105	1
8	117	-1
8	117	1
9	-9	-1
9	-9	1
9	1	-1
9	1	1
9	7	-1
9	7	1
9	14	-1
9	14	1
9	28	-1
9	28	1
9	32	-1
9	32	1
9	33	-1
9	33	1
9	47	-1
9	47	1
9	51	-1
9	51	1
9	52	-1
9	52	1
9	64	-1
9	64	1
9	67	-1
9	67	1
9	68	-1
9	68	1
9	80	-1
9	80	1
9	101	-1
9	101	1
9	102	-1
9	102	1
9	104	-1
9	104	1
9	118	-1
9	118	1
10	-9	-1
10	-9	1
10	1	-1
10	1	1
10	8	-1
10	8	1
10	14	-1
10	14	1
10	28	-1
10	28	1
10	30	-1
10	30	1
10	31	-1
10	31	1
10	48	-1
10	48	1
10	50	-1
10	50	1
10	65	-1
10	65	1
10	66	-1
10	66	1
10	67	-1
10	67	1
10	81	-1
10	81	1
10	101	-1
10	101	1
10	102	-1
10	102	1
10	103	-1
10	103	1
10	104	-1
10	104	1
10	118	-1
10	118	1
11	-8	-1
11	-8	1
11	2	-1
11	2	1
11	9	-1
11	9	1
11	14	-1
11	14	1
11	28	-1
11	28	1
11	29	-1
11	29	1
11	49	-1
11	49	1
11	65	-1
11	65	1
11	81	-1
11	81	1
11	98	-1
11	98	1
11	99	-1
11	99	1
11	100	-1
11	100	1
11	104	-1
11	104	1
11	118	1
11	119	-1
12	-8	-1
12	-8	1
12	2	-1
12	2	1
12	10	-1
12	10	1
12	14	-1
12	14	1
12	28	-1
12	28	1
12	48	-1
12	48	1
12	65	-1
12	65	1
12	66	-1
12	66	1
12	82	-1
12	82	1
12	83	-1
12	83	1
12	95	-1
12	95	1
12	96	-1
12	96	1
12	97	-1
12	97	1
12	104	-1
12	104	1
12	119	-1
12	119	1
13	-7	-1
13	-7	1
13	2	-1
13	2	1
13	11	-1
13	11	1
13	14	-1
13	14	1
13	15	1
13	27	-1
13	27	1
13	29	-1
13	29	1
13	30	-1
13	30	1
13	48	-1
13	48	1
13	64	-1
13	64	1
13	67	-1
13	67	1
13	81	-1
13	81	1
13	82	-1
13	82	1
13	84	-1
13	84	1
13	85	-1
13	85	1
13	86	-1
13	86	1
13	93	-1
13	93	1
13	94	-1
13	94	1
13	95	-1
13	95	1
13	104	-1
13	104	1
13	119	1
13	120	-1
13	120	1
14	-7	-1
14	-7	1
14	3	-1
14	3	1
14	9	-1
14	9	1
14	10	-1
14	10	1
14	11	-1
14	11	1
14	12	-1
14	12	1
14	13	-1
14	13	1
14	14	-1
14	14	1
14	15	-1
14	15	1
14	16	-1
14	16	1
14	26	-1
14	26	1
14	31	-1
14	31	1
14	32	-1
14	32	1
14	33	-1
14	33	1
14	47	-1
14	47	1
14	48	-1
14	48	1
14	64	-1
14	64	1
14	68	-1
14	68	1
14	81	-1
14	81	1
14	86	-1
14	86	1
14	87	-1
14	87	1
14	88	-1
14	90	-1
14	90	1
14	91	-1
14	91	1
14	92	-1
14	92	1
14	104	-1
14	104	1
14	120	-1
14	120	1
15	-6	-1
15	-6	1
15	3	-1
15	3	1
15	5	-1
15	5	1
15	6	-1
15	6	1
15	7	-1
15	7	1
15	8	-1
15	8	1
15	16	-1
15	16	1
15	17	-1
15	17	1
15	25	-1
15	25	1
15	33	-1
15	33	1
15	34	-1
15	34	1
15	47	-1
15	47	1
15	49	-1
15	49	1
15	50	-1
15	50	1
15	51	-1
15	51	1
15	52	-1
15	52	1
15	64	-1
15	64	1
15	69	-1
15	69	1
15	81	-1
15	81	1
15	88	-1
15	88	1
15	89	-1
15	89	1
15	90	-1
15	90	1
15	104	-1
15	104	1
15	121	-1
15	121	1
16	-6	-1
16	-6	1
16	-5	-1
16	-5	1
16	2	-1
16	2	1
16	3	-1
16	3	1
16	4	-1
16	4	1
16	17	-1
16	17	1
16	18	-1
16	18	1
16	19	-1
16	19	1
16	23	-1
16	23	1
16	24	-1
16	24	1
16	35	-1
16	35	1
16	36	-1
16	36	1
16	37	-1
16	37	1
16	46	-1
16	46	1
16	53	-1
16	53	1
16	54	-1
16	54	1
16	55	-1
16	55	1
16	56	-1
16	56	1
16	63	-1
16	63	1
16	70	-1
16	70	1
16	80	-1
16	80	1
16	89	-1
16	89	1
16	104	-1
16	104	1
16	121	-1
16	121	1
16	122	-1
17	-5	-1
17	-5	1
17	1	-1
17	1	1
17	2	-1
17	2	1
17	19	-1
17	19	1
17	20	-1
17	20	1
17	22	-1
17	22	1
17	23	-1
17	23	1
17	38	-1
17	38	1
17	39	-1
17	39	1
17	45	-1
17	45	1
17	46	-1
17	46	1
17	57	-1
17	57	1
17	58	-1
17	58	1
17	59	-1
17	59	1
17	60	-1
17	60	1
17	63	-1
17	63	1
17	71	-1
17	71	1
17	80	-1
17	80	1
17	89	-1
17	89	1
17	104	-1
17	104	1
17	122	-1
17	122	1
18	-5	-1
18	-5	1
18	-1	-1
18	-1	1
18	0	-1
18	0	1
18	21	-1
18	21	1
18	22	-1
18	22	1
18	40	-1
18	40	1
18	41	-1
18	41	1
18	42	-1
18	42	1
18	44	-1
18	44	1
18	45	-1
18	45	1
18	61	-1
18	61	1
18	62	-1
18	62	1
18	63	-1
18	63	1
18	72	-1
18	72	1
18	79	-1
18	79	1
18	80	-1
18	80	1
18	89	-1
18	89	1
18	104	-1
18	104	1
18	122	-1
18	122	1
19	-4	-1
19	-4	1
19	-3	-1
19	-3	1
19	-2	-1
19	-2	1
19	21	-1
19	21	1
19	22	-1
19	22	1
19	23	-1
19	23	1
19	43	-1
19	43	1
19	44	-1
19	44	1
19	62	-1
19	62	1
19	73	-1
19	73	1
19	79	-1
19	79	1
19	89	-1
19	89	1
19	104	-1
19	104	1
19	105	-1
19	105	1
19	123	-1
19	123	1
20	-4	-1
20	-4	1
20	-3	-1
20	-3	1
20	21	-1
20	21	1
20	24	-1
20	24	1
20	25	-1
20	25	1
20	44	-1
20	44	1
20	62	-1
20	62	1
20	74	-1
20	74	1
20	79	-1
20	79	1
20	89	-1
20	89	1
20	105	-1
20	105	1
20	123	-1
20	123	1
21	-4	-1
21	-4	1
21	-3	-1
21	-3	1
21	-2	-1
21	-2	1
21	20	-1
21	20	1
21	25	-1
21	25	1
21	26	-1
21	26	1
21	44	-1
21	44	1
21	62	-1
21	62	1
21	75	-1
21	75	1
21	78	-1
21	78	1
21	89	-1
21	89	1
21	90	-1
21	90	1
21	105	-1
21	105	1
21	123	-1
21	123	1
22	-6	-1
22	-6	1
22	-5	-1
22	-5	1
22	-1	-1
22	-1	1
22	0	-1
22	0	1
22	20	-1
22	20	1
22	27	-1
22	27	1
22	28	-1
22	28	1
22	45	-1
22	45	1
22	62	-1
22	62	1
22	76	-1
22	76	1
22	78	-1
22	78	1
22	89	-1
22	89	1
22	91	-1
22	91	1
22	92	-1
22	92	1
22	105	-1
22	105	1
22	121	-1
22	121	1
22	122	-1
22	122	1
23	-6	-1
23	-6	1
23	0	-1
23	0	1
23	1	-1
23	1	1
23	20	-1
23	20	1
23	28	-1
23	28	1
23	29	-1
23	29	1
23	45	-1
23	45	1
23	62	-1
23	62	1
23	77	-1
23	77	1
23	88	-1
23	88	1
23	93	-1
23	93	1
23	94	-1
23	94	1
23	105	-1
23	105	1
23	121	-1
23	121	1
24	-7	-1
24	-7	1
24	1	-1
24	1	1
24	2	-1
24	2	1
24	19	-1
24	19	1
24	21	-1
24	21	1
24	30	-1
24	30	1
24	31	-1
24	31	1
24	45	-1
24	45	1
24	62	-1
24	62	1
24	76	-1
24	77	-1
24	77	1
24	78	-1
24	78	1
24	79	-1
24	79	1
24	87	-1
24	87	1
24	94	-1
24	94	1
24	95	-1
24	95	1
24	105	-1
24	105	1
24	120	-1
24	120	1
25	-8	-1
25	-8	1
25	-7	-1
25	3	-1
25	3	1
25	4	-1
25	4	1
25	18	-1
25	18	1
25	22	-1
25	22	1
25	31	-1
25	31	1
25	32	-1
25	32	1
25	46	-1
25	46	1
25	47	-1
25	47	1
25	48	-1
25	48	1
25	49	-1
25	49	1
25	50	-1
25	50	1
25	51	-1
25	51	1
25	52	-1
25	52	1
25	53	-1
25	53	1
25	62	-1
25	62	1
25	75	-1
25	75	1
25	76	-1
25	76	1
25	80	-1
25	80	1
25	81	-1
25	81	1
25	82	-1
25	82	1
25	86	-1
25	86	1
25	95	-1
25	95	1
25	96	-1
25	96	1
25	97	-1
25	97	1
25	105	-1
25	105	1
25	119	-1
25	119	1
25	120	-1
25	120	1
26	-9	-1
26	-9	1
26	4	-1
26	4	1
26	5	-1
26	5	1
26	17	-1
26	17	1
26	18	-1
26	23	-1
26	23	1
26	33	-1
26	33	1
26	34	-1
26	34	1
26	45	-1
26	45	1
26	54	-1
26	54	1
26	55	-1
26	55	1
26	56	-1
26	56	1
26	57	-1
26	57	1
26	58	-1
26	58	1
26	59	-1
26	59	1
26	60	-1
26	60	1
26	61	-1
26	61	1
26	62	-1
26	62	1
26	74	-1
26	74	1
26	75	-1
26	83	-1
26	83	1
26	84	-1
26	84	1
26	86	-1
26	86	1
26	97	-1
26	97	1
26	98	-1
26	98	1
26	105	-1
26	105	1
26	118	-1
26	118	1
27	-9	-1
27	-9	1
27	5	-1
27	5	1
27	6	-1
27	6	1
27	16	-1
27	17	-1
27	17	1
27	24	-1
27	24	1
27	34	-1
27	34	1
27	35	-1
27	35	1
27	45	-1
27	45	1
27	62	-1
27	62	1
27	63	-1
27	63	1
27	64	-1
27	64	1
27	73	-1
27	73	1
27	74	-1
27	74	1
27	85	-1
27	85	1
27	98	-1
27	98	1
27	99	-1
27	99	1
27	100	-1
27	100	1
27	105	-1
27	105	1
27	118	-1
27	118	1
28	-11	-1
28	-10	-1
28	-10	1
28	7	-1
28	7	1
28	8	-1
28	8	1
28	16	-1
28	16	1
28	25	-1
28	25	1
28	36	-1
28	36	1
28	37	-1
28	37	1
28	45	-1
28	45	1
28	62	-1
28	62	1
28	65	-1
28	65	1
28	66	-1
28	66	1
28	67	-1
28	67	1
28	68	-1
28	68	1
28	72	-1
28	72	1
28	73	-1
28	85	-1
28	85	1
28	100	-1
28	100	1
28	101	-1
28	101	1
28	105	-1
28	105	1
28	116	-1
28	116	1
28	117	-1
28	117	1
29	-11	-1
29	-11	1
29	8	-1
29	8	1
29	9	-1
29	9	1
29	15	-1
29	15	1
29	26	-1
29	26	1
29	37	-1
29	37	1
29	38	-1
29	38	1
29	44	-1
29	44	1
29	61	-1
29	61	1
29	62	-1
29	62	1
29	69	-1
29	69	1
29	70	-1
29	70	1
29	71	-1
29	71	1
29	72	-1
29	72	1
29	86	-1
29	86	1
29	102	-1
29	102	1
29	106	-1
29	106	1
29	116	-1
29	116	1
30	-12	-1
30	-12	1
30	9	-1
30	9	1
30	10	-1
30	10	1
30	14	-1
30	14	1
30	27	-1
30	27	1
30	39	-1
30	39	1
30	43	-1
30	43	1
30	44	-1
30	44	1
30	60	-1
30	60	1
30	61	-1
30	61	1
30	62	-1
30	62	1
30	71	-1
30	71	1
30	72	-1
30	73	-1
30	73	1
30	86	-1
30	86	1
30	103	-1
30	103	1
30	104	-1
30	104	1
30	106	-1
30	106	1
30	115	-1
30	115	1
31	-13	-1
31	-13	1
31	11	-1
31	11	1
31	12	-1
31	12	1
31	13	-1
31	14	-1
31	14	1
31	28	-1
31	28	1
31	36	-1
31	37	-1
31	37	1
31	38	-1
31	38	1
31	39	-1
31	39	1
31	40	-1
31	40	1
31	41	-1
31	41	1
31	42	-1
31	42	1
31	43	-1
31	43	1
31	60	-1
31	60	1
31	62	-1
31	62	1
31	71	-1
31	71	1
31	73	-1
31	73	1
31	74	-1
31	74	1
31	86	-1
31	86	1
31	87	-1
31	87	1
31	88	1
31	104	-1
31	104	1
31	105	-1
31	105	1
31	106	-1
31	106	1
31	114	-1
31	114	1
32	-14	-1
32	-14	1
32	-13	-1
32	-13	1
32	12	-1
32	12	1
32	13	-1
32	13	1
32	29	-1
32	29	1
32	32	-1
32	33	-1
32	33	1
32	34	-1
32	34	1
32	35	-1
32	35	1
32	36	-1
32	36	1
32	44	-1
32	44	1
32	59	-1
32	59	1
32	62	-1
32	62	1
32	71	-1
32	71	1
32	75	-1
32	75	1
32	76	-1
32	76	1
32	84	-1
32	84	1
32	85	-1
32	85	1
32	88	-1
32	88	1
32	89	-1
32	89	1
32	90	1
32	106	-1
32	106	1
32	113	-1
32	113	1
32	114	-1
32	114	1
33	-15	-1
33	-15	1
33	-14	-1
33	-14	1
33	12	-1
33	12	1
33	30	-1
33	30	1
33	31	-1
33	31	1
33	32	-1
33	32	1
33	44	-1
33	44	1
33	58	-1
33	58	1
33	62	-1
33	62	1
33	71	-1
33	71	1
33	77	-1
33	77	1
33	83	-1
33	83	1
33	90	-1
33	90	1
33	91	-1
33	91	1
33	106	-1
33	106	1
33	111	-1
33	111	1
33	112	-1
33	112	1
33	113	-1
33	113	1
34	-13	-1
34	-13	1
34	-12	-1
34	-12	1
34	-11	-1
34	-11	1
34	-10	-1
34	-10	1
34	12	-1
34	12	1
34	30	-1
34	30	1
34	44	-1
34	44	1
34	57	-1
34	57	1
34	63	-1
34	63	1
34	71	-1
34	71	1
34	78	-1
34	78	1
34	82	-1
34	82	1
34	92	-1
34	92	1
34	93	-1
34	93	1
34	107	-1
34	107	1
34	109	-1
34	109	1
34	110	-1
34	110	1
34	111	1
34	114	-1
34	114	1
34	115	-1
34	115	1
34	116	-1
34	116	1
34	117	-1
34	117	1
35	-9	-1
35	-9	1
35	-8	-1
35	-8	1
35	-7	-1
35	-7	1
35	-6	-1
35	-6	1
35	12	-1
35	12	1
35	30	-1
35	30	1
35	44	-1
35	44	1
35	56	-1
35	56	1
35	57	-1
35	57	1
35	63	-1
35	63	1
35	71	-1
35	71	1
35	79	-1
35	79	1
35	80	-1
35	80	1
35	81	-1
35	81	1
35	94	-1
35	94	1
35	95	-1
35	95	1
35	107	-1
35	107	1
35	108	-1
35	108	1
35	118	-1
35	118	1
35	119	-1
35	119	1
35	120	-1
35	120	1
35	121	-1
35	121	1
36	-5	-1
36	-5	1
36	-4	-1
36	-4	1
36	-3	-1
36	-3	1
36	-2	-1
36	-2	1
36	12	-1
36	12	1
36	30	-1
36	30	1
36	44	-1
36	44	1
36	55	-1
36	55	1
36	56	-1
36	56	1
36	63	-1
36	63	1
36	71	-1
36	71	1
36	80	-1
36	80	1
36	96	-1
36	96	1
36	97	-1
36	97	1
36	106	-1
36	106	1
36	108	-1
36	108	1
36	122	-1
36	122	1
36	123	-1
36	123	1
36	124	-1
36	124	1
36	125	-1
36	125	1
37	-1	-1
37	-1	1
37	0	-1
37	0	1
37	1	-1
37	1	1
37	2	1
37	11	-1
37	11	1
37	30	-1
37	30	1
37	44	-1
37	44	1
37	55	-1
37	55	1
37	63	-1
37	63	1
37	71	-1
37	71	1
37	80	-1
37	80	1
37	97	1
37	98	-1
37	98	1
37	99	-1
37	99	1
37	106	-1
37	106	1
37	109	-1
37	109	1
37	126	-1
37	126	1
37	127	-1
37	127	1
37	128	-1
37	128	1
37	129	-1
38	2	-1
38	3	-1
38	3	1
38	4	-1
38	4	1
38	5	-1
38	5	1
38	11	-1
38	11	1
38	30	-1
38	30	1
38	45	-1
38	45	1
38	54	-1
38	54	1
38	63	-1
38	63	1
38	71	-1
38	71	1
38	80	-1
38	80	1
38	99	1
38	100	-1
38	100	1
38	101	-1
38	101	1
38	105	-1
38	105	1
38	110	-1
38	110	1
38	111	-1
38	111	1
38	129	1
38	130	-1
38	130	1
38	131	-1
38	131	1
38	132	-1
38	132	1
39	6	-1
39	6	1
39	7	-1
39	7	1
39	8	-1
39	8	1
39	9	-1
39	11	-1
39	11	1
39	30	-1
39	30	1
39	45	-1
39	45	1
39	53	-1
39	53	1
39	63	-1
39	63	1
39	71	-1
39	71	1
39	80	-1
39	80	1
39	101	-1
39	101	1
39	102	-1
39	102	1
39	104	-1
39	104	1
39	105	-1
39	105	1
39	112	-1
39	112	1
39	113	-1
39	113	1
39	133	-1
39	133	1
39	134	-1
39	134	1
39	135	-1
39	135	1
39	136	1
40	9	1
40	10	-1
40	10	1
40	11	-1
40	11	1
40	12	-1
40	12	1
40	13	-1
40	13	1
40	14	-1
40	14	1
40	30	-1
40	30	1
40	45	-1
40	45	1
40	52	-1
40	52	1
40	53	-1
40	53	1
40	63	-1
40	63	1
40	71	-1
40	71	1
40	80	-1
40	80	1
40	103	-1
40	103	1
40	104	-1
40	104	1
40	113	-1
40	113	1
40	114	-1
40	114	1
40	136	-1
40	137	-1
40	137	1
41	10	-1
41	10	1
41	15	-1
41	15	1
41	16	-1
41	16	1
41	17	-1
41	17	1
41	18	-1
41	18	1
41	30	-1
41	30	1
41	45	-1
41	45	1
41	51	-1
41	51	1
41	52	-1
41	52	1
41	61	-1
41	61	1
41	62	-1
41	62	1
41	64	-1
41	64	1
41	65	-1
41	65	1
41	71	-1
41	71	1
41	80	-1
41	80	1
41	103	-1
41	103	1
41	115	-1
41	115	1
41	116	-1
41	116	1
41	137	-1
41	137	1
42	10	-1
42	10	1
42	19	-1
42	19	1
42	20	-1
42	20	1
42	21	-1
42	21	1
42	22	-1
42	22	1
42	23	-1
42	23	1
42	30	-1
42	30	1
42	45	-1
42	45	1
42	50	-1
42	50	1
42	51	-1
42	51	1
42	58	-1
42	58	1
42	59	-1
42	59	1
42	60	-1
42	60	1
42	66	-1
42	66	1
42	67	-1
42	67	1
42	68	-1
42	68	1
42	71	-1
42	71	1
42	80	-1
42	80	1
42	103	-1
42	103	1
42	117	-1
42	117	1
42	137	-1
42	137	1
43	8	1
43	9	-1
43	9	1
43	10	-1
43	10	1
43	24	-1
43	24	1
43	25	-1
43	25	1
43	26	-1
43	26	1
43	27	-1
43	27	1
43	30	-1
43	30	1
43	45	-1
43	45	1
43	49	-1
43	49	1
43	50	-1
43	50	1
43	54	-1
43	54	1
43	55	-1
43	55	1
43	56	-1
43	56	1
43	57	-1
43	57	1
43	58	-1
43	58	1
43	61	-1
43	61	1
43	69	-1
43	69	1
43	70	-1
43	70	1
43	71	-1
43	71	1
43	80	-1
43	80	1
43	103	-1
43	103	1
43	118	-1
43	118	1
43	136	-1
43	136	1
43	137	-1
43	137	1
44	7	-1
44	7	1
44	8	-1
44	10	-1
44	10	1
44	28	-1
44	28	1
44	29	-1
44	29	1
44	30	-1
44	30	1
44	46	-1
44	46	1
44	49	-1
44	49	1
44	50	-1
44	50	1
44	51	-1
44	51	1
44	52	-1
44	52	1
44	53	-1
44	53	1
44	54	-1
44	54	1
44	61	-1
44	61	1
44	70	-1
44	70	1
44	71	-1
44	71	1
44	80	-1
44	80	1
44	102	-1
44	102	1
44	119	-1
44	119	1
44	120	-1
44	120	1
44	134	-1
44	134	1
44	135	-1
44	135	1
45	5	-1
45	6	-1
45	6	1
45	10	-1
45	10	1
45	31	-1
45	31	1
45	46	-1
45	46	1
45	47	-1
45	47	1
45	48	-1
45	48	1
45	49	-1
45	49	1
45	50	-1
45	50	1
45	62	-1
45	62	1
45	72	-1
45	72	1
45	80	-1
45	80	1
45	102	-1
45	102	1
45	121	-1
45	121	1
45	122	-1
45	122	1
45	132	-1
45	132	1
45	133	-1
45	133	1
46	4	-1
46	4	1
46	5	-1
46	5	1
46	11	-1
46	11	1
46	32	-1
46	32	1
46	46	-1
46	46	1
46	47	-1
46	62	-1
46	62	1
46	72	-1
46	72	1
46	73	-1
46	73	1
46	79	-1
46	79	1
46	80	-1
46	80	1
46	81	-1
46	81	1
46	82	-1
46	82	1
46	83	-1
46	83	1
46	84	-1
46	84	1
46	102	-1
46	102	1
46	122	-1
46	122	1
46	123	-1
46	123	1
46	131	-1
46	131	1
46	132	-1
46	132	1
47	2	-1
47	2	1
47	3	-1
47	3	1
47	11	-1
47	11	1
47	33	-1
47	33	1
47	46	-1
47	46	1
47	63	-1
47	63	1
47	73	-1
47	73	1
47	74	-1
47	74	1
47	75	-1
47	75	1
47	76	-1
47	76	1
47	77	-1
47	77	1
47	78	-1
47	78	1
47	84	-1
47	84	1
47	85	-1
47	85	1
47	86	-1
47	86	1
47	87	-1
47	87	1
47	88	-1
47	88	1
47	89	-1
47	89	1
47	90	-1
47	90	1
47	91	-1
47	91	1
47	92	-1
47	92	1
47	93	-1
47	93	1
47	102	-1
47	102	1
47	124	-1
47	124	1
47	125	-1
47	125	1
47	129	-1
47	129	1
47	130	-1
47	130	1
48	0	-1
48	1	-1
48	1	1
48	11	-1
48	11	1
48	34	-1
48	34	1
48	45	-1
48	45	1
48	63	-1
48	63	1
48	71	1
48	72	-1
48	72	1
48	78	-1
48	78	1
48	94	-1
48	94	1
48	95	-1
48	95	1
48	96	-1
48	96	1
48	97	-1
48	97	1
48	98	-1
48	98	1
48	99	-1
48	99	1
48	100	-1
48	100	1
48	101	-1
48	101	1
48	125	-1
48	125	1
48	126	-1
48	126	1
48	127	-1
48	127	1
48	128	-1
48	128	1
